user_id,round_index,phase,scenario_id,bundle_id,order_ids,is_chosen,is_oracle,legal,score,earnings,total_time_seconds,travel_time_seconds,local_travel_time_seconds,cross_city_travel_time_seconds,effective_pick_time_seconds,shared_item_savings_seconds,ending_city,regret_to_best,score_ratio_to_best,deployed_score,deployed_total_time_seconds,deployed_regret_to_best,deployed_score_ratio_to_best,is_oracle_deployed
u_ecdd1ab2fb036087,2,A,mainGameScenario2,mainGameScenario2::mainGameOrder7,"[""mainGameOrder7""]",0,0,1,1.071429,15.0,14.0,2.6,2.6,0.0,11.4,0.0,Berkeley,0.421429,0.578571,1.071429,14.0,0.421429,0.578571,0
u_ecdd1ab2fb036087,2,A,mainGameScenario2,mainGameScenario2::mainGameOrder8,"[""mainGameOrder8""]",0,1,1,1.851852,20.0,10.8,3.0,3.0,0.0,7.8,0.0,Berkeley,0.0,1.0,1.851852,10.8,0.0,1.0,1
u_ecdd1ab2fb036087,2,A,mainGameScenario2,mainGameScenario2::mainGameOrder5|mainGameOrder6,"[""mainGameOrder5"",""mainGameOrder6""]",0,0,1,1.405405,39.0,27.75,6.75,6.75,0.0,21.0,4.65,Berkeley,0.241081,0.758919,1.3,30.0,0.298,0.702,0
u_ecdd1ab2fb036087,2,A,mainGameScenario2,mainGameScenario2::mainGameOrder5|mainGameOrder7,"[""mainGameOrder5"",""mainGameOrder7""]",0,0,1,1.428571,39.0,27.3,5.7,5.7,0.0,21.6,3.7,Berkeley,0.228571,0.771429,1.335616,29.2,0.278767,0.721233,0
u_ecdd1ab2fb036087,2,A,mainGameScenario2,mainGameScenario2::mainGameOrder5|mainGameOrder8,"[""mainGameOrder5"",""mainGameOrder8""]",0,0,1,1.788618,44.0,24.6,6.0,6.0,0.0,18.6,3.2,Berkeley,0.034146,0.965854,1.654135,26.6,0.106767,0.893233,0
u_ecdd1ab2fb036087,2,A,mainGameScenario2,mainGameScenario2::mainGameOrder6|mainGameOrder7,"[""mainGameOrder6"",""mainGameOrder7""]",0,0,1,1.212121,30.0,24.75,4.95,4.95,0.0,19.8,4.65,Berkeley,0.345455,0.654545,1.136364,26.4,0.386364,0.613636,0
u_ecdd1ab2fb036087,2,A,mainGameScenario2,mainGameScenario2::mainGameOrder6|mainGameOrder8,"[""mainGameOrder6"",""mainGameOrder8""]",0,0,1,1.467505,35.0,23.85,5.25,5.25,0.0,18.6,2.35,Berkeley,0.207547,0.792453,1.367188,25.6,0.261719,0.738281,0
u_ecdd1ab2fb036087,2,A,mainGameScenario2,mainGameScenario2::mainGameOrder7|mainGameOrder8,"[""mainGameOrder7"",""mainGameOrder8""]",0,0,1,1.495726,35.0,23.4,4.2,4.2,0.0,19.2,1.4,Berkeley,0.192308,0.807692,1.41129,24.8,0.237903,0.762097,0
u_ecdd1ab2fb036087,2,A,mainGameScenario2,mainGameScenario2::mainGameOrder5|mainGameOrder6|mainGameOrder7,"[""mainGameOrder5"",""mainGameOrder6"",""mainGameOrder7""]",0,0,1,1.417323,54.0,38.1,8.7,8.7,0.0,29.4,8.3,Berkeley,0.234646,0.765354,1.317073,41.0,0.28878,0.71122,0
u_ecdd1ab2fb036087,2,A,mainGameScenario2,mainGameScenario2::mainGameOrder5|mainGameOrder6|mainGameOrder8,"[""mainGameOrder5"",""mainGameOrder6"",""mainGameOrder8""]",1,0,1,1.612022,59.0,36.6,9.0,9.0,0.0,27.6,6.6,Berkeley,0.129508,0.870492,1.489899,39.6,0.195455,0.804545,0
u_ecdd1ab2fb036087,2,A,mainGameScenario2,mainGameScenario2::mainGameOrder5|mainGameOrder7|mainGameOrder8,"[""mainGameOrder5"",""mainGameOrder7"",""mainGameOrder8""]",0,0,1,1.632089,59.0,36.15,7.95,7.95,0.0,28.2,5.65,Berkeley,0.118672,0.881328,1.520619,38.8,0.178866,0.821134,0
u_ecdd1ab2fb036087,2,A,mainGameScenario2,mainGameScenario2::mainGameOrder6|mainGameOrder7|mainGameOrder8,"[""mainGameOrder6"",""mainGameOrder7"",""mainGameOrder8""]",0,0,1,1.461988,50.0,34.2,7.2,7.2,0.0,27.0,6.0,Berkeley,0.210526,0.789474,1.36612,36.6,0.262295,0.737705,0
u_ecdd1ab2fb036087,3,A,mainGameScenario3,mainGameScenario3::mainGameOrder9,"[""mainGameOrder9""]",0,0,1,0.925926,15.0,16.2,4.2,4.2,0.0,12.0,0.0,Berkeley,0.323362,0.676638,0.925926,16.2,0.275362,0.724638,0
u_ecdd1ab2fb036087,3,A,mainGameScenario3,mainGameScenario3::mainGameOrder10,"[""mainGameOrder10""]",0,0,1,0.893204,23.0,25.75,12.25,2.25,10.0,13.5,0.0,Oakland,0.347274,0.652726,0.893204,25.75,0.300971,0.699029,0
u_ecdd1ab2fb036087,3,A,mainGameScenario3,mainGameScenario3::mainGameOrder11,"[""mainGameOrder11""]",0,0,1,1.277778,23.0,18.0,4.8,4.8,0.0,13.2,0.0,Berkeley,0.066239,0.933761,1.277778,18.0,0.0,1.0,1
u_ecdd1ab2fb036087,3,A,mainGameScenario3,mainGameScenario3::mainGameOrder12,"[""mainGameOrder12""]",0,0,1,1.15942,16.0,13.8,6.0,6.0,0.0,7.8,0.0,Berkeley,0.152731,0.847269,1.15942,13.8,0.092628,0.907372,0
u_ecdd1ab2fb036087,3,A,mainGameScenario3,mainGameScenario3::mainGameOrder11|mainGameOrder9,"[""mainGameOrder9"",""mainGameOrder11""]",0,0,1,1.312608,38.0,28.95,6.75,6.75,0.0,22.2,5.25,Berkeley,0.040787,0.959213,1.217949,31.2,0.046823,0.953177,0
u_ecdd1ab2fb036087,3,A,mainGameScenario3,mainGameScenario3::mainGameOrder12|mainGameOrder9,"[""mainGameOrder9"",""mainGameOrder12""]",0,0,1,1.154562,31.0,26.85,7.65,7.65,0.0,19.2,3.15,Berkeley,0.156281,0.843719,1.054422,29.4,0.1748,0.8252,0
u_ecdd1ab2fb036087,3,A,mainGameScenario3,mainGameScenario3::mainGameOrder11|mainGameOrder12,"[""mainGameOrder11"",""mainGameOrder12""]",0,1,1,1.368421,39.0,28.5,8.1,8.1,0.0,20.4,3.3,Berkeley,0.0,1.0,1.25,31.2,0.021739,0.978261,0
u_ecdd1ab2fb036087,3,A,mainGameScenario3,mainGameScenario3::mainGameOrder11|mainGameOrder12|mainGameOrder9,"[""mainGameOrder9"",""mainGameOrder11"",""mainGameOrder12""]",1,0,1,1.328413,54.0,40.65,11.25,11.25,0.0,29.4,7.35,Berkeley,0.029236,0.970764,1.216216,44.4,0.048179,0.951821,0
u_ecdd1ab2fb036087,4,A,mainGameScenario4,mainGameScenario4::mainGameOrder13,"[""mainGameOrder13""]",0,0,1,1.517857,17.0,11.2,3.4,3.4,0.0,7.8,0.0,Berkeley,0.15253,0.84747,1.517857,11.2,0.125,0.875,0
u_ecdd1ab2fb036087,4,A,mainGameScenario4,mainGameScenario4::mainGameOrder14,"[""mainGameOrder14""]",0,0,1,1.734694,17.0,9.8,2.0,2.0,0.0,7.8,0.0,Berkeley,0.031463,0.968537,1.734694,9.8,0.0,1.0,1
u_ecdd1ab2fb036087,4,A,mainGameScenario4,mainGameScenario4::mainGameOrder15,"[""mainGameOrder15""]",0,0,1,1.428571,20.0,14.0,2.0,2.0,0.0,12.0,0.0,Berkeley,0.202381,0.797619,1.428571,14.0,0.176471,0.823529,0
u_ecdd1ab2fb036087,4,A,mainGameScenario4,mainGameScenario4::mainGameOrder16,"[""mainGameOrder16""]",0,0,1,0.91954,16.0,17.4,6.0,6.0,0.0,11.4,0.0,Berkeley,0.48659,0.51341,0.91954,17.4,0.469912,0.530088,0
u_ecdd1ab2fb036087,4,A,mainGameScenario4,mainGameScenario4::mainGameOrder13|mainGameOrder14,"[""mainGameOrder13"",""mainGameOrder14""]",0,0,1,1.784777,34.0,19.05,4.05,4.05,0.0,15.0,1.95,Berkeley,0.0035,0.9965,1.666667,20.4,0.039216,0.960784,0
u_ecdd1ab2fb036087,4,A,mainGameScenario4,mainGameScenario4::mainGameOrder13|mainGameOrder15,"[""mainGameOrder13"",""mainGameOrder15""]",0,0,1,1.678005,37.0,22.05,4.05,4.05,0.0,18.0,3.15,Berkeley,0.063114,0.936886,1.581197,23.4,0.088487,0.911513,0
u_ecdd1ab2fb036087,4,A,mainGameScenario4,mainGameScenario4::mainGameOrder13|mainGameOrder16,"[""mainGameOrder13"",""mainGameOrder16""]",0,0,1,1.317365,33.0,25.05,7.05,7.05,0.0,18.0,3.55,Berkeley,0.264471,0.735529,1.20438,27.4,0.305711,0.694289,0
u_ecdd1ab2fb036087,4,A,mainGameScenario4,mainGameScenario4::mainGameOrder14|mainGameOrder15,"[""mainGameOrder14"",""mainGameOrder15""]",0,0,1,1.712963,37.0,21.6,3.0,3.0,0.0,18.6,2.2,Berkeley,0.043596,0.956404,1.637168,22.6,0.056221,0.943779,0
u_ecdd1ab2fb036087,4,A,mainGameScenario4,mainGameScenario4::mainGameOrder14|mainGameOrder16,"[""mainGameOrder14"",""mainGameOrder16""]",0,0,1,1.341463,33.0,24.6,6.0,6.0,0.0,18.6,2.6,Berkeley,0.251016,0.748984,1.240602,26.6,0.28483,0.71517,0
u_ecdd1ab2fb036087,4,A,mainGameScenario4,mainGameScenario4::mainGameOrder15|mainGameOrder16,"[""mainGameOrder15"",""mainGameOrder16""]",0,0,1,1.304348,36.0,27.6,6.0,6.0,0.0,21.6,3.8,Berkeley,0.271739,0.728261,1.216216,29.6,0.298887,0.701113,0
u_ecdd1ab2fb036087,4,A,mainGameScenario4,mainGameScenario4::mainGameOrder13|mainGameOrder14|mainGameOrder15,"[""mainGameOrder13"",""mainGameOrder14"",""mainGameOrder15""]",1,1,1,1.791045,54.0,30.15,5.55,5.55,0.0,24.6,4.85,Berkeley,0.0,1.0,1.6875,32.0,0.027206,0.972794,0
u_ecdd1ab2fb036087,4,A,mainGameScenario4,mainGameScenario4::mainGameOrder13|mainGameOrder14|mainGameOrder16,"[""mainGameOrder13"",""mainGameOrder14"",""mainGameOrder16""]",0,0,1,1.508296,50.0,33.15,8.55,8.55,0.0,24.6,5.25,Berkeley,0.157868,0.842132,1.388889,36.0,0.199346,0.800654,0
u_ecdd1ab2fb036087,4,A,mainGameScenario4,mainGameScenario4::mainGameOrder13|mainGameOrder15|mainGameOrder16,"[""mainGameOrder13"",""mainGameOrder15"",""mainGameOrder16""]",0,0,1,1.466113,53.0,36.15,8.55,8.55,0.0,27.6,6.45,Berkeley,0.18142,0.81858,1.358974,39.0,0.216591,0.783409,0
u_ecdd1ab2fb036087,4,A,mainGameScenario4,mainGameScenario4::mainGameOrder14|mainGameOrder15|mainGameOrder16,"[""mainGameOrder14"",""mainGameOrder15"",""mainGameOrder16""]",0,0,1,1.484594,53.0,35.7,7.5,7.5,0.0,28.2,5.5,Berkeley,0.171102,0.828898,1.387435,38.2,0.200185,0.799815,0
u_ecdd1ab2fb036087,5,A,mainGameScenario5,mainGameScenario5::mainGameOrder17,"[""mainGameOrder17""]",0,0,1,0.651163,14.0,21.5,14.0,4.0,10.0,7.5,0.0,Oakland,0.329145,0.670855,0.651163,21.5,0.291073,0.708927,0
u_ecdd1ab2fb036087,5,A,mainGameScenario5,mainGameScenario5::mainGameOrder18,"[""mainGameOrder18""]",0,0,1,0.701754,20.0,28.5,16.7,5.7,11.0,11.8,0.0,Piedmont,0.277023,0.722977,0.701754,28.5,0.235993,0.764007,0
u_ecdd1ab2fb036087,5,A,mainGameScenario5,mainGameScenario5::mainGameOrder19,"[""mainGameOrder19""]",0,0,1,0.764045,17.0,22.25,13.25,3.25,10.0,9.0,0.0,Oakland,0.212849,0.787151,0.764045,22.25,0.168177,0.831823,0
u_ecdd1ab2fb036087,5,A,mainGameScenario5,mainGameScenario5::mainGameOrder20,"[""mainGameOrder20""]",0,0,1,0.562771,13.0,23.1,15.0,4.0,11.0,8.1,0.0,Piedmont,0.42021,0.57979,0.562771,23.1,0.387306,0.612694,0
u_ecdd1ab2fb036087,5,A,mainGameScenario5,mainGameScenario5::mainGameOrder17|mainGameOrder19,"[""mainGameOrder17"",""mainGameOrder19""]",0,1,1,0.970646,31.0,31.9375,15.4375,5.4375,10.0,16.5,1.8125,Oakland,0.0,1.0,0.918519,33.75,0.0,1.0,1
u_ecdd1ab2fb036087,5,A,mainGameScenario5,mainGameScenario5::mainGameOrder18|mainGameOrder20,"[""mainGameOrder18"",""mainGameOrder20""]",1,0,1,0.897349,33.0,36.775,18.275,7.275,11.0,18.5,3.825,Piedmont,0.075514,0.924486,0.841837,39.2,0.083484,0.916516,0
u_ecdd1ab2fb036087,6,A,mainGameScenario6,mainGameScenario6::mainGameOrder21,"[""mainGameOrder21""]",0,0,1,1.0,19.0,19.0,6.25,1.25,5.0,12.75,0.0,Oakland,0.418478,0.581522,1.0,19.0,0.378906,0.621094,0
u_ecdd1ab2fb036087,6,A,mainGameScenario6,mainGameScenario6::mainGameOrder22,"[""mainGameOrder22""]",0,0,1,1.442623,22.0,15.25,7.0,2.0,5.0,8.25,0.0,Oakland,0.161083,0.838917,1.442623,15.25,0.103996,0.896004,0
u_ecdd1ab2fb036087,6,A,mainGameScenario6,mainGameScenario6::mainGameOrder23,"[""mainGameOrder23""]",0,0,1,1.246753,24.0,19.25,11.0,6.0,5.0,8.25,0.0,Oakland,0.274986,0.725014,1.246753,19.25,0.225649,0.774351,0
u_ecdd1ab2fb036087,6,A,mainGameScenario6,mainGameScenario6::mainGameOrder24,"[""mainGameOrder24""]",0,0,1,1.074627,18.0,16.75,7.0,2.0,5.0,9.75,0.0,Oakland,0.375081,0.624919,1.074627,16.75,0.332556,0.667444,0
u_ecdd1ab2fb036087,6,A,mainGameScenario6,mainGameScenario6::mainGameOrder21|mainGameOrder22,"[""mainGameOrder21"",""mainGameOrder22""]",0,0,1,1.480813,41.0,27.6875,7.4375,2.4375,5.0,20.25,1.5625,Oakland,0.138875,0.861125,1.438596,28.5,0.106497,0.893503,0
u_ecdd1ab2fb036087,6,A,mainGameScenario6,mainGameScenario6::mainGameOrder21|mainGameOrder23,"[""mainGameOrder21"",""mainGameOrder23""]",0,0,1,1.436326,43.0,29.9375,10.4375,5.4375,5.0,19.5,3.3125,Oakland,0.164745,0.835255,1.354331,31.75,0.158834,0.841166,0
u_ecdd1ab2fb036087,6,A,mainGameScenario6,mainGameScenario6::mainGameOrder21|mainGameOrder24,"[""mainGameOrder21"",""mainGameOrder24""]",0,0,1,1.235908,37.0,29.9375,7.4375,2.4375,5.0,22.5,0.8125,Oakland,0.281293,0.718707,1.203252,30.75,0.252668,0.747332,0
u_ecdd1ab2fb036087,6,A,mainGameScenario6,mainGameScenario6::mainGameOrder22|mainGameOrder23,"[""mainGameOrder22"",""mainGameOrder23""]",0,1,1,1.719626,46.0,26.75,11.0,6.0,5.0,15.75,2.75,Oakland,0.0,1.0,1.6,28.75,0.00625,0.99375,0
u_ecdd1ab2fb036087,6,A,mainGameScenario6,mainGameScenario6::mainGameOrder22|mainGameOrder24,"[""mainGameOrder22"",""mainGameOrder24""]",0,0,1,1.584158,40.0,25.25,8.0,3.0,5.0,17.25,1.75,Oakland,0.078777,0.921223,1.52381,26.25,0.053571,0.946429,0
u_ecdd1ab2fb036087,6,A,mainGameScenario6,mainGameScenario6::mainGameOrder23|mainGameOrder24,"[""mainGameOrder23"",""mainGameOrder24""]",0,0,1,1.486726,42.0,28.25,11.0,6.0,5.0,17.25,2.75,Oakland,0.135437,0.864563,1.38843,30.25,0.137655,0.862345,0
u_ecdd1ab2fb036087,6,A,mainGameScenario6,mainGameScenario6::mainGameOrder21|mainGameOrder22|mainGameOrder23,"[""mainGameOrder21"",""mainGameOrder22"",""mainGameOrder23""]",1,0,1,1.702128,65.0,38.1875,11.9375,6.9375,5.0,26.25,5.3125,Oakland,0.010176,0.989824,1.604938,40.5,0.003183,0.996817,0
u_ecdd1ab2fb036087,6,A,mainGameScenario6,mainGameScenario6::mainGameOrder21|mainGameOrder22|mainGameOrder24,"[""mainGameOrder21"",""mainGameOrder22"",""mainGameOrder24""]",0,0,1,1.545008,59.0,38.1875,8.9375,3.9375,5.0,29.25,2.8125,Oakland,0.101544,0.898456,1.493671,39.5,0.07229,0.92771,0
u_ecdd1ab2fb036087,6,A,mainGameScenario6,mainGameScenario6::mainGameOrder21|mainGameOrder23|mainGameOrder24,"[""mainGameOrder21"",""mainGameOrder23"",""mainGameOrder24""]",0,0,1,1.508501,61.0,40.4375,11.9375,6.9375,5.0,28.5,4.5625,Oakland,0.122774,0.877226,1.426901,42.75,0.113761,0.886239,0
u_ecdd1ab2fb036087,6,A,mainGameScenario6,mainGameScenario6::mainGameOrder22|mainGameOrder23|mainGameOrder24,"[""mainGameOrder22"",""mainGameOrder23"",""mainGameOrder24""]",0,0,1,1.718121,64.0,37.25,12.5,7.5,5.0,24.75,4.0,Oakland,0.000875,0.999125,1.610063,39.75,0.0,1.0,1
u_ecdd1ab2fb036087,7,A,mainGameScenario7,mainGameScenario7::mainGameOrder25,"[""mainGameOrder25""]",0,0,1,0.685714,12.0,17.5,4.0,4.0,0.0,13.5,0.0,Oakland,0.635714,0.364286,0.685714,17.5,0.632653,0.367347,0
u_ecdd1ab2fb036087,7,A,mainGameScenario7,mainGameScenario7::mainGameOrder26,"[""mainGameOrder26""]",0,0,1,0.790698,17.0,21.5,9.8,3.8,6.0,11.7,0.0,Emeryville,0.579942,0.420058,0.790698,21.5,0.576412,0.423588,0
u_ecdd1ab2fb036087,7,A,mainGameScenario7,mainGameScenario7::mainGameOrder27,"[""mainGameOrder27""]",0,0,1,1.615385,21.0,13.0,3.25,3.25,0.0,9.75,0.0,Oakland,0.141827,0.858173,1.615385,13.0,0.134615,0.865385,0
u_ecdd1ab2fb036087,7,A,mainGameScenario7,mainGameScenario7::mainGameOrder28,"[""mainGameOrder28""]",0,0,1,1.866667,21.0,11.25,1.5,1.5,0.0,9.75,0.0,Oakland,0.008333,0.991667,1.866667,11.25,0.0,1.0,1
u_ecdd1ab2fb036087,7,A,mainGameScenario7,mainGameScenario7::mainGameOrder25|mainGameOrder27,"[""mainGameOrder25"",""mainGameOrder27""]",0,0,1,1.213793,33.0,27.1875,5.4375,5.4375,0.0,21.75,3.3125,Oakland,0.355172,0.644828,1.137931,29.0,0.390394,0.609606,0
u_ecdd1ab2fb036087,7,A,mainGameScenario7,mainGameScenario7::mainGameOrder25|mainGameOrder28,"[""mainGameOrder25"",""mainGameOrder28""]",0,0,1,1.205479,33.0,27.375,4.125,4.125,0.0,23.25,1.375,Oakland,0.359589,0.640411,1.147826,28.75,0.385093,0.614907,0
u_ecdd1ab2fb036087,7,A,mainGameScenario7,mainGameScenario7::mainGameOrder27|mainGameOrder28,"[""mainGameOrder27"",""mainGameOrder28""]",0,1,1,1.882353,42.0,22.3125,3.5625,3.5625,0.0,18.75,1.9375,Oakland,0.0,1.0,1.787234,23.5,0.042553,0.957447,0
u_ecdd1ab2fb036087,7,A,mainGameScenario7,mainGameScenario7::mainGameOrder25|mainGameOrder27|mainGameOrder28,"[""mainGameOrder25"",""mainGameOrder27"",""mainGameOrder28""]",1,0,1,1.447236,54.0,37.3125,6.5625,6.5625,0.0,30.75,4.4375,Oakland,0.231156,0.768844,1.367089,39.5,0.267631,0.732369,0
u_ecdd1ab2fb036087,8,A,mainGameScenario8,mainGameScenario8::mainGameOrder29,"[""mainGameOrder29""]",0,0,1,1.511111,17.0,11.25,3.0,3.0,0.0,8.25,0.0,Oakland,0.049462,0.950538,1.511111,11.25,0.0,1.0,1
u_ecdd1ab2fb036087,8,A,mainGameScenario8,mainGameScenario8::mainGameOrder30,"[""mainGameOrder30""]",0,0,1,0.769231,15.0,19.5,5.25,5.25,0.0,14.25,0.0,Oakland,0.516129,0.483871,0.769231,19.5,0.49095,0.50905,0
u_ecdd1ab2fb036087,8,A,mainGameScenario8,mainGameScenario8::mainGameOrder31,"[""mainGameOrder31""]",0,0,1,0.84507,15.0,17.75,3.5,3.5,0.0,14.25,0.0,Oakland,0.468423,0.531577,0.84507,17.75,0.440762,0.559238,0
u_ecdd1ab2fb036087,8,A,mainGameScenario8,mainGameScenario8::mainGameOrder32,"[""mainGameOrder32""]",0,0,1,1.244444,14.0,11.25,3.0,3.0,0.0,8.25,0.0,Oakland,0.217204,0.782796,1.244444,11.25,0.176471,0.823529,0
u_ecdd1ab2fb036087,8,A,mainGameScenario8,mainGameScenario8::mainGameOrder29|mainGameOrder30,"[""mainGameOrder29"",""mainGameOrder30""]",0,0,1,1.115468,32.0,28.6875,6.1875,6.1875,0.0,22.5,2.0625,Oakland,0.298334,0.701666,1.04065,30.75,0.311334,0.688666,0
u_ecdd1ab2fb036087,8,A,mainGameScenario8,mainGameScenario8::mainGameOrder29|mainGameOrder31,"[""mainGameOrder29"",""mainGameOrder31""]",0,0,1,1.16895,32.0,27.375,4.875,4.875,0.0,22.5,1.625,Oakland,0.264693,0.735307,1.103448,29.0,0.269777,0.730223,0
u_ecdd1ab2fb036087,8,A,mainGameScenario8,mainGameScenario8::mainGameOrder29|mainGameOrder32,"[""mainGameOrder29"",""mainGameOrder32""]",0,1,1,1.589744,31.0,19.5,4.5,4.5,0.0,15.0,3.0,Oakland,0.0,1.0,1.47619,21.0,0.023109,0.976891,0
u_ecdd1ab2fb036087,8,A,mainGameScenario8,mainGameScenario8::mainGameOrder30|mainGameOrder31,"[""mainGameOrder30"",""mainGameOrder31""]",0,0,1,0.914286,30.0,32.8125,6.5625,6.5625,0.0,26.25,4.4375,Oakland,0.424885,0.575115,0.857143,35.0,0.432773,0.567227,0
u_ecdd1ab2fb036087,8,A,mainGameScenario8,mainGameScenario8::mainGameOrder30|mainGameOrder32,"[""mainGameOrder30"",""mainGameOrder32""]",0,0,1,1.010893,29.0,28.6875,6.1875,6.1875,0.0,22.5,2.0625,Oakland,0.364116,0.635884,0.943089,30.75,0.375897,0.624103,0
u_ecdd1ab2fb036087,8,A,mainGameScenario8,mainGameScenario8::mainGameOrder31|mainGameOrder32,"[""mainGameOrder31"",""mainGameOrder32""]",0,0,1,1.059361,29.0,27.375,4.875,4.875,0.0,22.5,1.625,Oakland,0.333628,0.666372,1.0,29.0,0.338235,0.661765,0
u_ecdd1ab2fb036087,8,A,mainGameScenario8,mainGameScenario8::mainGameOrder29|mainGameOrder30|mainGameOrder31,"[""mainGameOrder29"",""mainGameOrder30"",""mainGameOrder31""]",0,0,1,1.085137,47.0,43.3125,8.8125,8.8125,0.0,34.5,5.1875,Oakland,0.317414,0.682586,1.016216,46.25,0.327504,0.672496,0
u_ecdd1ab2fb036087,8,A,mainGameScenario8,mainGameScenario8::mainGameOrder29|mainGameOrder30|mainGameOrder32,"[""mainGameOrder29"",""mainGameOrder30"",""mainGameOrder32""]",1,0,1,1.220564,46.0,37.6875,8.4375,8.4375,0.0,29.25,4.3125,Oakland,0.232226,0.767774,1.135802,40.5,0.248366,0.751634,0
u_ecdd1ab2fb036087,8,A,mainGameScenario8,mainGameScenario8::mainGameOrder29|mainGameOrder31|mainGameOrder32,"[""mainGameOrder29"",""mainGameOrder31"",""mainGameOrder32""]",0,0,1,1.264605,46.0,36.375,7.125,7.125,0.0,29.25,3.875,Oakland,0.204523,0.795477,1.187097,38.75,0.214421,0.785579,0
u_ecdd1ab2fb036087,8,A,mainGameScenario8,mainGameScenario8::mainGameOrder30|mainGameOrder31|mainGameOrder32,"[""mainGameOrder30"",""mainGameOrder31"",""mainGameOrder32""]",0,0,1,1.015873,44.0,43.3125,8.8125,8.8125,0.0,34.5,5.1875,Oakland,0.360983,0.639017,0.951351,46.25,0.370429,0.629571,0
u_ecdd1ab2fb036087,9,A,mainGameScenario9,mainGameScenario9::mainGameOrder33,"[""mainGameOrder33""]",0,0,1,0.745342,12.0,16.1,8.0,3.0,5.0,8.1,0.0,Piedmont,0.166527,0.833473,0.745342,16.1,0.111633,0.888367,0
u_ecdd1ab2fb036087,9,A,mainGameScenario9,mainGameScenario9::mainGameOrder34,"[""mainGameOrder34""]",0,0,1,0.622711,17.0,27.3,13.8,7.8,6.0,13.5,0.0,Emeryville,0.303658,0.696342,0.622711,27.3,0.257796,0.742204,0
u_ecdd1ab2fb036087,9,A,mainGameScenario9,mainGameScenario9::mainGameOrder35,"[""mainGameOrder35""]",0,0,1,0.56872,12.0,21.1,8.6,3.6,5.0,12.5,0.0,Piedmont,0.364032,0.635968,0.56872,21.1,0.322147,0.677853,0
