participant_token,round,scenario_id,bundle_ids,bundle_size,payout,picking_time,local_travel,cross_city_travel,overlap_savings,total_time,score,is_oracle,is_chosen
p001,20,mainGameScenario20,mainGameOrder77+mainGameOrder79+mainGameOrder80,3,61,39.75,15,0,2.25,52.5,1.161905,0,0
p001,20,mainGameScenario20,mainGameOrder78+mainGameOrder79+mainGameOrder80,3,60,33.75,13,0,1.5,45.25,1.325967,0,0
p002,1,mainGameScenario1,mainGameOrder1,1,22,7.8,3,7,0,17.8,1.235955,1,1
p002,1,mainGameScenario1,mainGameOrder2,1,22,8.4,6,7,0,21.4,1.028037,0,0
p002,1,mainGameScenario1,mainGameOrder3,1,15,9,4,7,0,20,0.75,0,0
p002,1,mainGameScenario1,mainGameOrder4,1,18,9.75,2,6,0,17.75,1.014085,0,0
p002,1,mainGameScenario1,mainGameOrder1+mainGameOrder2,2,44,16.2,9,7,0.6,31.6,1.392405,0,0
p002,1,mainGameScenario1,mainGameOrder1+mainGameOrder3,2,37,16.8,7,7,2.4,28.4,1.302817,0,0
p002,1,mainGameScenario1,mainGameOrder2+mainGameOrder3,2,37,17.4,10,7,0.6,33.8,1.094675,0,0
p002,1,mainGameScenario1,mainGameOrder1+mainGameOrder2+mainGameOrder3,3,59,25.2,13,7,3,42.2,1.398104,0,0
p002,2,mainGameScenario2,mainGameOrder5,1,24,12,5,0,0,17,1.411765,0,1
p002,2,mainGameScenario2,mainGameOrder6,1,15,11.4,4,0,0,15.4,0.974026,0,0
p002,2,mainGameScenario2,mainGameOrder7,1,15,12,2,0,0,14,1.071429,0,0
p002,2,mainGameScenario2,mainGameOrder8,1,20,7.8,3,0,0,10.8,1.851852,1,0
p002,2,mainGameScenario2,mainGameOrder5+mainGameOrder6,2,39,23.4,9,0,2.4,30,1.3,0,0
p002,2,mainGameScenario2,mainGameOrder5+mainGameOrder7,2,39,24,7,0,1.8,29.2,1.335616,0,0
p002,2,mainGameScenario2,mainGameOrder5+mainGameOrder8,2,44,19.8,8,0,1.2,26.6,1.654135,0,0
p002,2,mainGameScenario2,mainGameOrder6+mainGameOrder7,2,30,23.4,6,0,3,26.4,1.136364,0,0
p002,2,mainGameScenario2,mainGameOrder6+mainGameOrder8,2,35,19.2,7,0,0.6,25.6,1.367188,0,0
p002,2,mainGameScenario2,mainGameOrder7+mainGameOrder8,2,35,19.8,5,0,0,24.8,1.41129,0,0
p002,2,mainGameScenario2,mainGameOrder5+mainGameOrder6+mainGameOrder7,3,54,35.4,11,0,5.4,41,1.317073,0,0
p002,2,mainGameScenario2,mainGameOrder5+mainGameOrder6+mainGameOrder8,3,59,31.2,12,0,3.6,39.6,1.489899,0,0
p002,2,mainGameScenario2,mainGameOrder5+mainGameOrder7+mainGameOrder8,3,59,31.8,10,0,3,38.8,1.520619,0,0
p002,2,mainGameScenario2,mainGameOrder6+mainGameOrder7+mainGameOrder8,3,50,31.2,9,0,3.6,36.6,1.36612,0,0
